,year,District Number,District Name,Grade,Mean Scale Score ,subject
43,2021,44,MONROE,3,297,Maths
44,2021,45,NASSAU,3,310,Maths
45,2021,46,OKALOOSA,3,301,Maths
46,2021,47,OKEECHOBEE,3,296,Maths
47,2021,48,ORANGE,3,296,Maths
48,2021,49,OSCEOLA,3,291,Maths
49,2021,50,PALM BEACH,3,295,Maths
50,2021,51,PASCO,3,294,Maths
51,2021,52,PINELLAS,3,298,Maths
52,2021,53,POLK,3,292,Maths
53,2021,54,PUTNAM,3,288,Maths
54,2021,55,ST. JOHNS,3,310,Maths
55,2021,56,ST. LUCIE,3,292,Maths
56,2021,57,SANTA ROSA,3,304,Maths
57,2021,58,SARASOTA,3,304,Maths
58,2021,59,SEMINOLE,3,301,Maths
59,2021,60,SUMTER,3,305,Maths
60,2021,61,SUWANNEE,3,296,Maths
61,2021,62,TAYLOR,3,295,Maths
62,2021,63,UNION,3,303,Maths
63,2021,64,VOLUSIA,3,295,Maths
64,2021,65,WAKULLA,3,299,Maths
65,2021,66,WALTON,3,303,Maths
66,2021,67,WASHINGTON,3,297,Maths
68,2021,71,FL VIRTUAL,3,296,Maths
69,2021,72,FAU LAB SCH,3,307,Maths
70,2021,73,FSU LAB SCH,3,307,Maths
71,2021,74,FAMU LAB SCH,3,270,Maths
72,2021,75,UF LAB SCH,3,291,Maths
0,2021,1,ALACHUA,4,308,Maths
1,2021,2,BAKER,4,312,Maths
2,2021,3,BAY,4,310,Maths
3,2021,4,BRADFORD,4,303,Maths
4,2021,5,BREVARD,4,312,Maths
5,2021,6,BROWARD,4,306,Maths
6,2021,7,CALHOUN,4,308,Maths
7,2021,8,CHARLOTTE,4,314,Maths
8,2021,9,CITRUS,4,311,Maths
9,2021,10,CLAY,4,315,Maths
10,2021,11,COLLIER,4,315,Maths
11,2021,12,COLUMBIA,4,315,Maths
12,2021,13,MIAMI-DADE,4,308,Maths
13,2021,14,DESOTO,4,301,Maths
14,2021,15,DIXIE,4,315,Maths
15,2021,16,DUVAL,4,309,Maths
16,2021,17,ESCAMBIA,4,306,Maths
17,2021,18,FLAGLER,4,312,Maths
18,2021,19,FRANKLIN,4,304,Maths
19,2021,20,GADSDEN,4,298,Maths
20,2021,21,GILCHRIST,4,318,Maths
21,2021,22,GLADES,4,304,Maths
22,2021,23,GULF,4,305,Maths
23,2021,24,HAMILTON,4,295,Maths
24,2021,25,HARDEE,4,316,Maths
25,2021,26,HENDRY,4,300,Maths
26,2021,27,HERNANDO,4,309,Maths
27,2021,28,HIGHLANDS,4,310,Maths
28,2021,29,HILLSBOROUGH,4,308,Maths
29,2021,30,HOLMES,4,309,Maths
30,2021,31,INDIAN RIVER,4,310,Maths
31,2021,32,JACKSON,4,316,Maths
32,2021,33,JEFFERSON,4,296,Maths
33,2021,34,LAFAYETTE,4,324,Maths
34,2021,35,LAKE,4,309,Maths
35,2021,36,LEE,4,311,Maths
36,2021,37,LEON,4,308,Maths
37,2021,38,LEVY,4,307,Maths
38,2021,39,LIBERTY,4,297,Maths
39,2021,40,MADISON,4,300,Maths
40,2021,41,MANATEE,4,316,Maths
41,2021,42,MARION,4,306,Maths
42,2021,43,MARTIN,4,308,Maths
43,2021,44,MONROE,4,309,Maths
44,2021,45,NASSAU,4,326,Maths
45,2021,46,OKALOOSA,4,315,Maths
46,2021,47,OKEECHOBEE,4,306,Maths
47,2021,48,ORANGE,4,309,Maths
48,2021,49,OSCEOLA,4,303,Maths
49,2021,50,PALM BEACH,4,304,Maths
50,2021,51,PASCO,4,308,Maths
51,2021,52,PINELLAS,4,315,Maths
52,2021,53,POLK,4,304,Maths
53,2021,54,PUTNAM,4,302,Maths
54,2021,55,ST. JOHNS,4,325,Maths
55,2021,56,ST. LUCIE,4,303,Maths
56,2021,57,SANTA ROSA,4,318,Maths
57,2021,58,SARASOTA,4,317,Maths
58,2021,59,SEMINOLE,4,317,Maths
59,2021,60,SUMTER,4,319,Maths
60,2021,61,SUWANNEE,4,305,Maths
61,2021,62,TAYLOR,4,304,Maths
62,2021,63,UNION,4,319,Maths
63,2021,64,VOLUSIA,4,309,Maths
64,2021,65,WAKULLA,4,317,Maths
65,2021,66,WALTON,4,315,Maths
66,2021,67,WASHINGTON,4,313,Maths
67,2021,68,DEAF/BLIND,4,291,Maths
68,2021,71,FL VIRTUAL,4,312,Maths
69,2021,72,FAU LAB SCH,4,326,Maths
70,2021,73,FSU LAB SCH,4,319,Maths
71,2021,74,FAMU LAB SCH,4,299,Maths
72,2021,75,UF LAB SCH,4,305,Maths
0,2021,1,ALACHUA,5,319,Maths
1,2021,2,BAKER,5,328,Maths
2,2021,3,BAY,5,319,Maths
3,2021,4,BRADFORD,5,316,Maths
4,2021,5,BREVARD,5,320,Maths
5,2021,6,BROWARD,5,315,Maths
6,2021,7,CALHOUN,5,317,Maths
7,2021,8,CHARLOTTE,5,324,Maths
8,2021,9,CITRUS,5,318,Maths
9,2021,10,CLAY,5,323,Maths
10,2021,11,COLLIER,5,328,Maths
11,2021,12,COLUMBIA,5,320,Maths
12,2021,13,MIAMI-DADE,5,316,Maths
13,2021,14,DESOTO,5,312,Maths
14,2021,15,DIXIE,5,322,Maths
15,2021,16,DUVAL,5,318,Maths
16,2021,17,ESCAMBIA,5,315,Maths
17,2021,18,FLAGLER,5,320,Maths
18,2021,19,FRANKLIN,5,311,Maths
19,2021,20,GADSDEN,5,304,Maths
20,2021,21,GILCHRIST,5,326,Maths
21,2021,22,GLADES,5,311,Maths
22,2021,23,GULF,5,317,Maths
23,2021,24,HAMILTON,5,313,Maths
24,2021,25,HARDEE,5,321,Maths
25,2021,26,HENDRY,5,309,Maths
26,2021,27,HERNANDO,5,317,Maths
27,2021,28,HIGHLANDS,5,317,Maths
28,2021,29,HILLSBOROUGH,5,318,Maths
29,2021,30,HOLMES,5,317,Maths
30,2021,31,INDIAN RIVER,5,320,Maths
31,2021,32,JACKSON,5,313,Maths
32,2021,33,JEFFERSON,5,292,Maths
33,2021,34,LAFAYETTE,5,336,Maths
34,2021,35,LAKE,5,319,Maths
35,2021,36,LEE,5,319,Maths
36,2021,37,LEON,5,317,Maths
37,2021,38,LEVY,5,313,Maths
38,2021,39,LIBERTY,5,320,Maths
39,2021,40,MADISON,5,312,Maths
40,2021,41,MANATEE,5,325,Maths
41,2021,42,MARION,5,317,Maths
42,2021,43,MARTIN,5,318,Maths
43,2021,44,MONROE,5,318,Maths
44,2021,45,NASSAU,5,340,Maths
45,2021,46,OKALOOSA,5,323,Maths
46,2021,47,OKEECHOBEE,5,313,Maths
47,2021,48,ORANGE,5,319,Maths
48,2021,49,OSCEOLA,5,312,Maths
49,2021,50,PALM BEACH,5,318,Maths
50,2021,51,PASCO,5,316,Maths
51,2021,52,PINELLAS,5,323,Maths
52,2021,53,POLK,5,314,Maths
53,2021,54,PUTNAM,5,308,Maths
54,2021,55,ST. JOHNS,5,335,Maths
55,2021,56,ST. LUCIE,5,313,Maths
56,2021,57,SANTA ROSA,5,327,Maths
57,2021,58,SARASOTA,5,327,Maths
58,2021,59,SEMINOLE,5,324,Maths
59,2021,60,SUMTER,5,325,Maths
60,2021,61,SUWANNEE,5,312,Maths
61,2021,62,TAYLOR,5,316,Maths
62,2021,63,UNION,5,321,Maths
63,2021,64,VOLUSIA,5,318,Maths
64,2021,65,WAKULLA,5,321,Maths
65,2021,66,WALTON,5,330,Maths
66,2021,67,WASHINGTON,5,321,Maths
67,2021,68,DEAF/BLIND,5,298,Maths
68,2021,71,FL VIRTUAL,5,321,Maths
69,2021,72,FAU LAB SCH,5,328,Maths
70,2021,73,FSU LAB SCH,5,329,Maths
71,2021,74,FAMU LAB SCH,5,307,Maths
72,2021,75,UF LAB SCH,5,316,Maths
0,2021,1,ALACHUA,6,316,Maths
1,2021,2,BAKER,6,325,Maths
2,2021,3,BAY,6,320,Maths
3,2021,4,BRADFORD,6,318,Maths
4,2021,5,BREVARD,6,329,Maths
5,2021,6,BROWARD,6,317,Maths
6,2021,7,CALHOUN,6,325,Maths
7,2021,8,CHARLOTTE,6,320,Maths
8,2021,9,CITRUS,6,318,Maths
9,2021,10,CLAY,6,333,Maths
10,2021,11,COLLIER,6,326,Maths
11,2021,12,COLUMBIA,6,324,Maths
12,2021,13,MIAMI-DADE,6,318,Maths
13,2021,14,DESOTO,6,307,Maths
14,2021,15,DIXIE,6,320,Maths
15,2021,16,DUVAL,6,316,Maths
16,2021,17,ESCAMBIA,6,311,Maths
17,2021,18,FLAGLER,6,328,Maths
18,2021,19,FRANKLIN,6,307,Maths
19,2021,20,GADSDEN,6,310,Maths
20,2021,21,GILCHRIST,6,328,Maths
21,2021,22,GLADES,6,311,Maths
22,2021,23,GULF,6,320,Maths
23,2021,24,HAMILTON,6,318,Maths
24,2021,25,HARDEE,6,318,Maths
25,2021,26,HENDRY,6,314,Maths
26,2021,27,HERNANDO,6,317,Maths
27,2021,28,HIGHLANDS,6,317,Maths
28,2021,29,HILLSBOROUGH,6,317,Maths
29,2021,30,HOLMES,6,320,Maths
30,2021,31,INDIAN RIVER,6,322,Maths
31,2021,32,JACKSON,6,318,Maths
32,2021,33,JEFFERSON,6,301,Maths
33,2021,34,LAFAYETTE,6,332,Maths
34,2021,35,LAKE,6,320,Maths
35,2021,36,LEE,6,311,Maths
36,2021,37,LEON,6,319,Maths
37,2021,38,LEVY,6,324,Maths
38,2021,39,LIBERTY,6,325,Maths
39,2021,40,MADISON,6,313,Maths
40,2021,41,MANATEE,6,323,Maths
41,2021,42,MARION,6,314,Maths
42,2021,43,MARTIN,6,323,Maths
43,2021,44,MONROE,6,320,Maths
44,2021,45,NASSAU,6,334,Maths
45,2021,46,OKALOOSA,6,322,Maths
46,2021,47,OKEECHOBEE,6,316,Maths
47,2021,48,ORANGE,6,316,Maths
48,2021,49,OSCEOLA,6,312,Maths
49,2021,50,PALM BEACH,6,319,Maths
50,2021,51,PASCO,6,320,Maths
51,2021,52,PINELLAS,6,317,Maths
52,2021,53,POLK,6,313,Maths
53,2021,54,PUTNAM,6,314,Maths
54,2021,55,ST. JOHNS,6,335,Maths
55,2021,56,ST. LUCIE,6,315,Maths
56,2021,57,SANTA ROSA,6,328,Maths
57,2021,58,SARASOTA,6,326,Maths
58,2021,59,SEMINOLE,6,326,Maths
59,2021,60,SUMTER,6,328,Maths
60,2021,61,SUWANNEE,6,321,Maths
61,2021,62,TAYLOR,6,321,Maths
62,2021,63,UNION,6,325,Maths
63,2021,64,VOLUSIA,6,316,Maths
64,2021,65,WAKULLA,6,325,Maths
65,2021,66,WALTON,6,326,Maths
66,2021,67,WASHINGTON,6,323,Maths
67,2021,68,DEAF/BLIND,6,296,Maths
68,2021,71,FL VIRTUAL,6,328,Maths
69,2021,72,FAU LAB SCH,6,340,Maths
70,2021,73,FSU LAB SCH,6,332,Maths
71,2021,74,FAMU LAB SCH,6,304,Maths
72,2021,75,UF LAB SCH,6,325,Maths
0,2021,1,ALACHUA,7,330,Maths
1,2021,2,BAKER,7,311,Maths
2,2021,3,BAY,7,329,Maths
3,2021,4,BRADFORD,7,325,Maths
4,2021,5,BREVARD,7,328,Maths
5,2021,6,BROWARD,7,322,Maths
6,2021,7,CALHOUN,7,332,Maths
7,2021,8,CHARLOTTE,7,331,Maths
8,2021,9,CITRUS,7,330,Maths
9,2021,10,CLAY,7,322,Maths
10,2021,11,COLLIER,7,335,Maths
11,2021,12,COLUMBIA,7,331,Maths
12,2021,13,MIAMI-DADE,7,324,Maths
13,2021,14,DESOTO,7,316,Maths
14,2021,15,DIXIE,7,324,Maths
15,2021,16,DUVAL,7,321,Maths
16,2021,17,ESCAMBIA,7,322,Maths
17,2021,18,FLAGLER,7,327,Maths
18,2021,19,FRANKLIN,7,324,Maths
19,2021,20,GADSDEN,7,317,Maths
20,2021,21,GILCHRIST,7,337,Maths
21,2021,22,GLADES,7,324,Maths
23,2021,24,HAMILTON,7,306,Maths
24,2021,25,HARDEE,7,324,Maths
25,2021,26,HENDRY,7,322,Maths
26,2021,27,HERNANDO,7,330,Maths
27,2021,28,HIGHLANDS,7,323,Maths
28,2021,29,HILLSBOROUGH,7,317,Maths
29,2021,30,HOLMES,7,332,Maths
30,2021,31,INDIAN RIVER,7,325,Maths
31,2021,32,JACKSON,7,327,Maths
32,2021,33,JEFFERSON,7,313,Maths
33,2021,34,LAFAYETTE,7,340,Maths
34,2021,35,LAKE,7,329,Maths
35,2021,36,LEE,7,325,Maths
36,2021,37,LEON,7,326,Maths
37,2021,38,LEVY,7,325,Maths
38,2021,39,LIBERTY,7,335,Maths
39,2021,40,MADISON,7,324,Maths
40,2021,41,MANATEE,7,328,Maths
41,2021,42,MARION,7,319,Maths
42,2021,43,MARTIN,7,329,Maths
43,2021,44,MONROE,7,329,Maths
44,2021,45,NASSAU,7,342,Maths
45,2021,46,OKALOOSA,7,335,Maths
46,2021,47,OKEECHOBEE,7,326,Maths
47,2021,48,ORANGE,7,325,Maths
48,2021,49,OSCEOLA,7,318,Maths
49,2021,50,PALM BEACH,7,312,Maths
50,2021,51,PASCO,7,319,Maths
51,2021,52,PINELLAS,7,328,Maths
52,2021,53,POLK,7,319,Maths
53,2021,54,PUTNAM,7,314,Maths
54,2021,55,ST. JOHNS,7,340,Maths
55,2021,56,ST. LUCIE,7,324,Maths
56,2021,57,SANTA ROSA,7,327,Maths
57,2021,58,SARASOTA,7,335,Maths
58,2021,59,SEMINOLE,7,330,Maths
59,2021,60,SUMTER,7,330,Maths
60,2021,61,SUWANNEE,7,321,Maths
61,2021,62,TAYLOR,7,328,Maths
62,2021,63,UNION,7,332,Maths
63,2021,64,VOLUSIA,7,319,Maths
64,2021,65,WAKULLA,7,327,Maths
65,2021,66,WALTON,7,329,Maths
66,2021,67,WASHINGTON,7,327,Maths
67,2021,68,DEAF/BLIND,7,311,Maths
68,2021,71,FL VIRTUAL,7,338,Maths
69,2021,72,FAU LAB SCH,7,341,Maths
70,2021,73,FSU LAB SCH,7,346,Maths
71,2021,74,FAMU LAB SCH,7,315,Maths
72,2021,75,UF LAB SCH,7,337,Maths
0,2017,0,STATE TOTALS,3,303,ELA
1,2017,1,ALACHUA,3,303,ELA
2,2017,2,BAKER,3,305,ELA
3,2017,3,BAY,3,303,ELA
4,2017,4,BRADFORD,3,298,ELA
5,2017,5,BREVARD,3,306,ELA
6,2017,6,BROWARD,3,302,ELA
7,2017,7,CALHOUN,3,306,ELA
8,2017,8,CHARLOTTE,3,306,ELA
9,2017,9,CITRUS,3,305,ELA
10,2017,10,CLAY,3,308,ELA
11,2017,11,COLLIER,3,303,ELA
12,2017,12,COLUMBIA,3,305,ELA
13,2017,13,DADE,3,302,ELA
14,2017,14,DESOTO,3,290,ELA
15,2017,15,DIXIE,3,306,ELA
16,2017,16,DUVAL,3,300,ELA
17,2017,17,ESCAMBIA,3,303,ELA
18,2017,18,FLAGLER,3,308,ELA
19,2017,19,FRANKLIN,3,300,ELA
20,2017,20,GADSDEN,3,292,ELA
21,2017,21,GILCHRIST,3,306,ELA
22,2017,22,GLADES,3,302,ELA
23,2017,23,GULF,3,301,ELA
24,2017,24,HAMILTON,3,293,ELA
25,2017,25,HARDEE,3,302,ELA
26,2017,26,HENDRY,3,297,ELA
27,2017,27,HERNANDO,3,304,ELA
28,2017,28,HIGHLANDS,3,299,ELA
29,2017,29,HILLSBOROUGH,3,302,ELA
30,2017,30,HOLMES,3,301,ELA
31,2017,31,INDIAN RIVER,3,302,ELA
32,2017,32,JACKSON,3,306,ELA
33,2017,33,JEFFERSON,3,293,ELA
34,2017,34,LAFAYETTE,3,303,ELA
35,2017,35,LAKE,3,305,ELA
36,2017,36,LEE,3,302,ELA
37,2017,37,LEON,3,306,ELA
38,2017,38,LEVY,3,301,ELA
39,2017,39,LIBERTY,3,302,ELA
40,2017,40,MADISON,3,302,ELA
41,2017,41,MANATEE,3,299,ELA
42,2017,42,MARION,3,299,ELA
43,2017,43,MARTIN,3,304,ELA
44,2017,44,MONROE,3,307,ELA
45,2017,45,NASSAU,3,312,ELA
46,2017,46,OKALOOSA,3,307,ELA
47,2017,47,OKEECHOBEE,3,299,ELA
48,2017,48,ORANGE,3,302,ELA
49,2017,49,OSCEOLA,3,300,ELA
50,2017,50,PALM BEACH,3,301,ELA
51,2017,51,PASCO,3,303,ELA
52,2017,52,PINELLAS,3,302,ELA
53,2017,53,POLK,3,300,ELA
54,2017,54,PUTNAM,3,295,ELA
55,2017,55,ST. JOHNS,3,314,ELA
56,2017,56,ST. LUCIE,3,298,ELA
57,2017,57,SANTA ROSA,3,310,ELA
58,2017,58,SARASOTA,3,309,ELA
59,2017,59,SEMINOLE,3,307,ELA
60,2017,60,SUMTER,3,309,ELA
61,2017,61,SUWANNEE,3,302,ELA
62,2017,62,TAYLOR,3,301,ELA
63,2017,63,UNION,3,307,ELA
64,2017,64,VOLUSIA,3,303,ELA
65,2017,65,WAKULLA,3,307,ELA
66,2017,66,WALTON,3,308,ELA
67,2017,67,WASHINGTON,3,305,ELA
68,2017,68,DEAF/BLIND,3,274,ELA
69,2017,71,FL VIRTUAL,3,306,ELA
70,2017,72,FAU LAB SCH,3,312,ELA
71,2017,73,FSU LAB SCH,3,315,ELA
72,2017,74,FAMU LAB SCH,3,295,ELA
73,2017,75,UF LAB SCH,3,314,ELA
0,2017,0,STATE TOTALS,4,312,ELA
1,2017,1,ALACHUA,4,314,ELA
2,2017,2,BAKER,4,310,ELA
3,2017,3,BAY,4,311,ELA
4,2017,4,BRADFORD,4,307,ELA
5,2017,5,BREVARD,4,313,ELA
6,2017,6,BROWARD,4,312,ELA
7,2017,7,CALHOUN,4,315,ELA
8,2017,8,CHARLOTTE,4,314,ELA
9,2017,9,CITRUS,4,313,ELA
10,2017,10,CLAY,4,314,ELA
11,2017,11,COLLIER,4,314,ELA
12,2017,12,COLUMBIA,4,313,ELA
13,2017,13,DADE,4,313,ELA
14,2017,14,DESOTO,4,304,ELA
15,2017,15,DIXIE,4,310,ELA
16,2017,16,DUVAL,4,311,ELA
17,2017,17,ESCAMBIA,4,309,ELA
18,2017,18,FLAGLER,4,314,ELA
19,2017,19,FRANKLIN,4,297,ELA
20,2017,20,GADSDEN,4,303,ELA
21,2017,21,GILCHRIST,4,314,ELA
22,2017,22,GLADES,4,306,ELA
23,2017,23,GULF,4,309,ELA
24,2017,24,HAMILTON,4,294,ELA
25,2017,25,HARDEE,4,313,ELA
26,2017,26,HENDRY,4,307,ELA
27,2017,27,HERNANDO,4,312,ELA
28,2017,28,HIGHLANDS,4,311,ELA
29,2017,29,HILLSBOROUGH,4,312,ELA
30,2017,30,HOLMES,4,310,ELA
31,2017,31,INDIAN RIVER,4,312,ELA
32,2017,32,JACKSON,4,315,ELA
33,2017,33,JEFFERSON,4,304,ELA
34,2017,34,LAFAYETTE,4,307,ELA
35,2017,35,LAKE,4,312,ELA
36,2017,36,LEE,4,311,ELA
37,2017,37,LEON,4,314,ELA
38,2017,38,LEVY,4,308,ELA
39,2017,39,LIBERTY,4,308,ELA
40,2017,40,MADISON,4,308,ELA
41,2017,41,MANATEE,4,310,ELA
42,2017,42,MARION,4,310,ELA
43,2017,43,MARTIN,4,314,ELA
44,2017,44,MONROE,4,314,ELA
45,2017,45,NASSAU,4,318,ELA
46,2017,46,OKALOOSA,4,317,ELA
47,2017,47,OKEECHOBEE,4,307,ELA
48,2017,48,ORANGE,4,312,ELA
49,2017,49,OSCEOLA,4,309,ELA
50,2017,50,PALM BEACH,4,313,ELA
51,2017,51,PASCO,4,314,ELA
52,2017,52,PINELLAS,4,311,ELA
53,2017,53,POLK,4,310,ELA
54,2017,54,PUTNAM,4,305,ELA
55,2017,55,ST. JOHNS,4,321,ELA
56,2017,56,ST. LUCIE,4,310,ELA
57,2017,57,SANTA ROSA,4,317,ELA
58,2017,58,SARASOTA,4,319,ELA
59,2017,59,SEMINOLE,4,317,ELA
60,2017,60,SUMTER,4,316,ELA
61,2017,61,SUWANNEE,4,307,ELA
62,2017,62,TAYLOR,4,307,ELA
63,2017,63,UNION,4,317,ELA
64,2017,64,VOLUSIA,4,311,ELA
65,2017,65,WAKULLA,4,314,ELA
66,2017,66,WALTON,4,314,ELA
67,2017,67,WASHINGTON,4,312,ELA
68,2017,68,DEAF/BLIND,4,287,ELA
69,2017,71,FL VIRTUAL,4,314,ELA
70,2017,72,FAU LAB SCH,4,317,ELA
71,2017,73,FSU LAB SCH,4,324,ELA
72,2017,74,FAMU LAB SCH,4,310,ELA
73,2017,75,UF LAB SCH,4,314,ELA
0,2017,0,STATE TOTALS,5,321,ELA
1,2017,1,ALACHUA,5,323,ELA
2,2017,2,BAKER,5,313,ELA
3,2017,3,BAY,5,320,ELA
4,2017,4,BRADFORD,5,315,ELA
5,2017,5,BREVARD,5,324,ELA
6,2017,6,BROWARD,5,321,ELA
7,2017,7,CALHOUN,5,318,ELA
8,2017,8,CHARLOTTE,5,321,ELA
9,2017,9,CITRUS,5,323,ELA
10,2017,10,CLAY,5,324,ELA
11,2017,11,COLLIER,5,323,ELA
12,2017,12,COLUMBIA,5,323,ELA
13,2017,13,DADE,5,321,ELA
14,2017,14,DESOTO,5,305,ELA
15,2017,15,DIXIE,5,314,ELA
16,2017,16,DUVAL,5,319,ELA
17,2017,17,ESCAMBIA,5,317,ELA
18,2017,18,FLAGLER,5,321,ELA
19,2017,19,FRANKLIN,5,311,ELA
20,2017,20,GADSDEN,5,309,ELA
21,2017,21,GILCHRIST,5,324,ELA
22,2017,22,GLADES,5,314,ELA
23,2017,23,GULF,5,317,ELA
24,2017,24,HAMILTON,5,307,ELA
25,2017,25,HARDEE,5,318,ELA
26,2017,26,HENDRY,5,312,ELA
27,2017,27,HERNANDO,5,322,ELA
28,2017,28,HIGHLANDS,5,318,ELA
29,2017,29,HILLSBOROUGH,5,320,ELA
30,2017,30,HOLMES,5,315,ELA
31,2017,31,INDIAN RIVER,5,320,ELA
32,2017,32,JACKSON,5,325,ELA
33,2017,33,JEFFERSON,5,311,ELA
34,2017,34,LAFAYETTE,5,313,ELA
35,2017,35,LAKE,5,320,ELA
36,2017,36,LEE,5,320,ELA
37,2017,37,LEON,5,326,ELA
38,2017,38,LEVY,5,315,ELA
39,2017,39,LIBERTY,5,319,ELA
40,2017,40,MADISON,5,308,ELA
41,2017,41,MANATEE,5,318,ELA
42,2017,42,MARION,5,318,ELA
43,2017,43,MARTIN,5,322,ELA
44,2017,44,MONROE,5,324,ELA
45,2017,45,NASSAU,5,330,ELA
46,2017,46,OKALOOSA,5,325,ELA
47,2017,47,OKEECHOBEE,5,316,ELA
48,2017,48,ORANGE,5,319,ELA
49,2017,49,OSCEOLA,5,317,ELA
50,2017,50,PALM BEACH,5,321,ELA
51,2017,51,PASCO,5,320,ELA
52,2017,52,PINELLAS,5,319,ELA
53,2017,53,POLK,5,316,ELA
54,2017,54,PUTNAM,5,313,ELA
55,2017,55,ST. JOHNS,5,333,ELA
56,2017,56,ST. LUCIE,5,317,ELA
57,2017,57,SANTA ROSA,5,326,ELA
58,2017,58,SARASOTA,5,328,ELA
59,2017,59,SEMINOLE,5,324,ELA
60,2017,60,SUMTER,5,326,ELA
61,2017,61,SUWANNEE,5,318,ELA
62,2017,62,TAYLOR,5,318,ELA
63,2017,63,UNION,5,316,ELA
64,2017,64,VOLUSIA,5,320,ELA
65,2017,65,WAKULLA,5,325,ELA
66,2017,66,WALTON,5,326,ELA
67,2017,67,WASHINGTON,5,323,ELA
68,2017,68,DEAF/BLIND,5,292,ELA
69,2017,71,FL VIRTUAL,5,324,ELA
70,2017,72,FAU LAB SCH,5,330,ELA
71,2017,73,FSU LAB SCH,5,337,ELA
72,2017,74,FAMU LAB SCH,5,318,ELA
73,2017,75,UF LAB SCH,5,329,ELA
0,2017,0,STATE TOTALS,6,325,ELA
1,2017,1,ALACHUA,6,327,ELA
2,2017,2,BAKER,6,323,ELA
3,2017,3,BAY,6,325,ELA
4,2017,4,BRADFORD,6,320,ELA
5,2017,5,BREVARD,6,331,ELA
6,2017,6,BROWARD,6,326,ELA
7,2017,7,CALHOUN,6,329,ELA
8,2017,8,CHARLOTTE,6,325,ELA
9,2017,9,CITRUS,6,326,ELA
10,2017,10,CLAY,6,330,ELA
11,2017,11,COLLIER,6,327,ELA
12,2017,12,COLUMBIA,6,325,ELA
13,2017,13,DADE,6,324,ELA
14,2017,14,DESOTO,6,318,ELA
15,2017,15,DIXIE,6,322,ELA
16,2017,16,DUVAL,6,321,ELA
17,2017,17,ESCAMBIA,6,319,ELA
18,2017,18,FLAGLER,6,329,ELA
19,2017,19,FRANKLIN,6,322,ELA
20,2017,20,GADSDEN,6,314,ELA
21,2017,21,GILCHRIST,6,328,ELA
22,2017,22,GLADES,6,322,ELA
23,2017,23,GULF,6,329,ELA
24,2017,24,HAMILTON,6,311,ELA
25,2017,25,HARDEE,6,316,ELA
26,2017,26,HENDRY,6,320,ELA
27,2017,27,HERNANDO,6,325,ELA
28,2017,28,HIGHLANDS,6,321,ELA
29,2017,29,HILLSBOROUGH,6,323,ELA
30,2017,30,HOLMES,6,316,ELA
31,2017,31,INDIAN RIVER,6,323,ELA
32,2017,32,JACKSON,6,325,ELA
33,2017,33,JEFFERSON,6,303,ELA
34,2017,34,LAFAYETTE,6,324,ELA
35,2017,35,LAKE,6,324,ELA
36,2017,36,LEE,6,325,ELA
37,2017,37,LEON,6,327,ELA
38,2017,38,LEVY,6,318,ELA
39,2017,39,LIBERTY,6,323,ELA
40,2017,40,MADISON,6,314,ELA
41,2017,41,MANATEE,6,324,ELA
42,2017,42,MARION,6,321,ELA
43,2017,43,MARTIN,6,329,ELA
